"No.","Time","Source","Destination","Protocol","Length","Info"
"1362","30.133783","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1967833 Win=82 Len=0 TSval=73533185 TSecr=3797913478"
"1363","30.133798","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1970729 Ack=1 Win=83 Len=2896 TSval=3797913645 TSecr=73533185"
"1364","30.158340","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1970729 Win=82 Len=0 TSval=73533209 TSecr=3797913621"
"1365","30.158358","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1973625 Ack=1 Win=83 Len=2896 TSval=3797913669 TSecr=73533209"
"1366","30.183355","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1973625 Win=82 Len=0 TSval=73533234 TSecr=3797913645"
"1367","30.183379","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1976521 Ack=1 Win=83 Len=2896 TSval=3797913694 TSecr=73533234"
"1368","30.208770","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1976521 Win=82 Len=0 TSval=73533260 TSecr=3797913669"
"1369","30.208787","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1979417 Ack=1 Win=83 Len=2896 TSval=3797913720 TSecr=73533260"
"1370","30.233309","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1979417 Win=82 Len=0 TSval=73533284 TSecr=3797913694"
"1371","30.233332","10.0.0.2","10.0.0.1","TCP","1514","60410  >  5001 [PSH, ACK] Seq=1982313 Ack=1 Win=83 Len=1448 TSval=3797913744 TSecr=73533284"
"1372","30.233338","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1983761 Ack=1 Win=83 Len=2896 TSval=3797913744 TSecr=73533284"
"1373","30.255319","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1982313 Win=82 Len=0 TSval=73533306 TSecr=3797913720"
"1374","30.258667","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1986657 Ack=1 Win=83 Len=2896 TSval=3797913766 TSecr=73533306"
"1375","30.293028","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1986657 Win=82 Len=0 TSval=73533344 TSecr=3797913744"
"1376","30.293048","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1989553 Ack=1 Win=83 Len=2896 TSval=3797913804 TSecr=73533344"
"1377","30.319785","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1989553 Win=82 Len=0 TSval=73533371 TSecr=3797913766"
"1378","30.319805","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1992449 Ack=1 Win=83 Len=2896 TSval=3797913831 TSecr=73533371"
"1379","30.340659","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1992449 Win=82 Len=0 TSval=73533392 TSecr=3797913804"
"1380","30.340682","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1995345 Ack=1 Win=83 Len=2896 TSval=3797913852 TSecr=73533392"
"1381","30.365165","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1995345 Win=82 Len=0 TSval=73533416 TSecr=3797913831"
"1382","30.365180","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=1998241 Ack=1 Win=83 Len=2896 TSval=3797913876 TSecr=73533416"
"1383","30.388595","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=1998241 Win=82 Len=0 TSval=73533440 TSecr=3797913852"
"1384","30.388609","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2001137 Ack=1 Win=83 Len=2896 TSval=3797913900 TSecr=73533440"
"1385","30.413829","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2001137 Win=82 Len=0 TSval=73533465 TSecr=3797913876"
"1386","30.413841","10.0.0.2","10.0.0.1","TCP","1514","60410  >  5001 [PSH, ACK] Seq=2004033 Ack=1 Win=83 Len=1448 TSval=3797913925 TSecr=73533465"
"1387","30.416732","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2005481 Ack=1 Win=83 Len=2896 TSval=3797913925 TSecr=73533465"
"1388","30.437053","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2004033 Win=82 Len=0 TSval=73533488 TSecr=3797913900"
"1389","30.441348","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2008377 Ack=1 Win=83 Len=2896 TSval=3797913948 TSecr=73533488"
"1390","30.475584","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2008377 Win=82 Len=0 TSval=73533527 TSecr=3797913925"
"1391","30.475599","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2011273 Ack=1 Win=83 Len=2896 TSval=3797913987 TSecr=73533527"
"1392","30.497816","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2011273 Win=82 Len=0 TSval=73533549 TSecr=3797913948"
"1393","30.497829","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2014169 Ack=1 Win=83 Len=2896 TSval=3797914009 TSecr=73533549"
"1394","30.521610","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2014169 Win=82 Len=0 TSval=73533573 TSecr=3797913987"
"1395","30.521625","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2017065 Ack=1 Win=83 Len=2896 TSval=3797914033 TSecr=73533573"
"1396","30.547598","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2017065 Win=82 Len=0 TSval=73533599 TSecr=3797914009"
"1397","30.547610","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2019961 Ack=1 Win=83 Len=2896 TSval=3797914059 TSecr=73533599"
"1398","30.571454","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2019961 Win=82 Len=0 TSval=73533622 TSecr=3797914033"
"1399","30.571470","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2022857 Ack=1 Win=83 Len=2896 TSval=3797914082 TSecr=73533622"
"1400","30.595046","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2022857 Win=82 Len=0 TSval=73533646 TSecr=3797914059"
"1401","30.595058","10.0.0.2","10.0.0.1","TCP","1514","60410  >  5001 [ACK] Seq=2025753 Ack=1 Win=83 Len=1448 TSval=3797914106 TSecr=73533646"
"1402","30.599287","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2027201 Ack=1 Win=83 Len=2896 TSval=3797914106 TSecr=73533646"
"1403","30.618687","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2025753 Win=82 Len=0 TSval=73533670 TSecr=3797914082"
"1404","30.622554","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2030097 Ack=1 Win=83 Len=2896 TSval=3797914130 TSecr=73533670"
"1405","30.655245","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2030097 Win=82 Len=0 TSval=73533706 TSecr=3797914106"
"1406","30.655261","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2032993 Ack=1 Win=83 Len=2896 TSval=3797914166 TSecr=73533706"
"1407","30.679491","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2032993 Win=82 Len=0 TSval=73533730 TSecr=3797914130"
"1408","30.679509","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2035889 Ack=1 Win=83 Len=2896 TSval=3797914190 TSecr=73533730"
"1409","30.703790","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2035889 Win=82 Len=0 TSval=73533755 TSecr=3797914166"
"1410","30.703803","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2038785 Ack=1 Win=83 Len=2896 TSval=3797914215 TSecr=73533755"
"1411","30.728737","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2038785 Win=82 Len=0 TSval=73533780 TSecr=3797914190"
"1412","30.728751","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2041681 Ack=1 Win=83 Len=2896 TSval=3797914240 TSecr=73533780"
"1413","30.752111","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2041681 Win=82 Len=0 TSval=73533803 TSecr=3797914215"
"1414","30.752124","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2044577 Ack=1 Win=83 Len=2896 TSval=3797914263 TSecr=73533803"
"1415","30.776265","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2044577 Win=82 Len=0 TSval=73533827 TSecr=3797914240"
"1416","30.776279","10.0.0.2","10.0.0.1","TCP","1514","60410  >  5001 [PSH, ACK] Seq=2047473 Ack=1 Win=83 Len=1448 TSval=3797914287 TSecr=73533827"
"1417","30.779919","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2048921 Ack=1 Win=83 Len=2896 TSval=3797914287 TSecr=73533827"
"1418","30.800478","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2047473 Win=82 Len=0 TSval=73533851 TSecr=3797914263"
"1419","30.804471","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2051817 Ack=1 Win=83 Len=2896 TSval=3797914311 TSecr=73533851"
"1420","30.836724","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2051817 Win=82 Len=0 TSval=73533888 TSecr=3797914287"
"1421","30.836738","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2054713 Ack=1 Win=83 Len=2896 TSval=3797914348 TSecr=73533888"
"1422","30.861011","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2054713 Win=82 Len=0 TSval=73533912 TSecr=3797914311"
"1423","30.861023","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2057609 Ack=1 Win=83 Len=2896 TSval=3797914372 TSecr=73533912"
"1424","30.885492","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2057609 Win=82 Len=0 TSval=73533936 TSecr=3797914348"
"1425","30.885511","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2060505 Ack=1 Win=83 Len=2896 TSval=3797914396 TSecr=73533936"
"1426","30.909502","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2060505 Win=82 Len=0 TSval=73533960 TSecr=3797914372"
"1427","30.909505","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2063401 Ack=1 Win=83 Len=2896 TSval=3797914420 TSecr=73533960"
"1428","30.933379","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2063401 Win=82 Len=0 TSval=73533984 TSecr=3797914396"
"1429","30.933396","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2066297 Ack=1 Win=83 Len=2896 TSval=3797914444 TSecr=73533984"
"1430","30.958198","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2066297 Win=82 Len=0 TSval=73534009 TSecr=3797914420"
"1431","30.958217","10.0.0.2","10.0.0.1","TCP","1514","60410  >  5001 [ACK] Seq=2069193 Ack=1 Win=83 Len=1448 TSval=3797914469 TSecr=73534009"
"1432","30.961613","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2070641 Ack=1 Win=83 Len=2896 TSval=3797914469 TSecr=73534009"
"1433","30.983153","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2069193 Win=82 Len=0 TSval=73534034 TSecr=3797914444"
"1434","30.985890","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2073537 Ack=1 Win=83 Len=2896 TSval=3797914494 TSecr=73534034"
"1435","31.018849","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2073537 Win=82 Len=0 TSval=73534070 TSecr=3797914469"
"1436","31.018867","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2076433 Ack=1 Win=83 Len=2896 TSval=3797914530 TSecr=73534070"
"1437","31.043996","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2076433 Win=82 Len=0 TSval=73534095 TSecr=3797914494"
"1438","31.044012","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2079329 Ack=1 Win=83 Len=2896 TSval=3797914555 TSecr=73534095"
"1439","31.067276","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2079329 Win=82 Len=0 TSval=73534118 TSecr=3797914530"
"1440","31.067290","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2082225 Ack=1 Win=83 Len=2896 TSval=3797914578 TSecr=73534118"
"1441","31.091856","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2082225 Win=82 Len=0 TSval=73534143 TSecr=3797914555"
"1442","31.091882","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2085121 Ack=1 Win=83 Len=2896 TSval=3797914603 TSecr=73534143"
"1443","31.115132","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2085121 Win=82 Len=0 TSval=73534166 TSecr=3797914578"
"1444","31.115144","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2088017 Ack=1 Win=83 Len=2896 TSval=3797914626 TSecr=73534166"
"1445","31.139682","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2088017 Win=82 Len=0 TSval=73534191 TSecr=3797914603"
"1446","31.139694","10.0.0.2","10.0.0.1","TCP","1514","60410  >  5001 [PSH, ACK] Seq=2090913 Ack=1 Win=83 Len=1448 TSval=3797914651 TSecr=73534191"
"1447","31.143296","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2092361 Ack=1 Win=83 Len=2896 TSval=3797914651 TSecr=73534191"
"1448","31.164057","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2090913 Win=82 Len=0 TSval=73534215 TSecr=3797914626"
"1449","31.168013","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2095257 Ack=1 Win=83 Len=2896 TSval=3797914675 TSecr=73534215"
"1450","31.200947","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2095257 Win=82 Len=0 TSval=73534252 TSecr=3797914651"
"1451","31.200971","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2098153 Ack=1 Win=83 Len=2896 TSval=3797914712 TSecr=73534252"
"1452","31.225538","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2098153 Win=82 Len=0 TSval=73534276 TSecr=3797914675"
"1453","31.225554","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2101049 Ack=1 Win=83 Len=2896 TSval=3797914737 TSecr=73534276"
"1454","31.249865","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2101049 Win=82 Len=0 TSval=73534301 TSecr=3797914712"
"1455","31.249885","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2103945 Ack=1 Win=83 Len=2896 TSval=3797914761 TSecr=73534301"
"1456","31.272563","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2103945 Win=82 Len=0 TSval=73534323 TSecr=3797914737"
"1457","31.272580","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2106841 Ack=1 Win=83 Len=2896 TSval=3797914784 TSecr=73534323"
"1458","31.296915","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2106841 Win=82 Len=0 TSval=73534348 TSecr=3797914761"
"1459","31.296961","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2109737 Ack=1 Win=83 Len=2896 TSval=3797914808 TSecr=73534348"
"1460","31.321292","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2109737 Win=82 Len=0 TSval=73534372 TSecr=3797914784"
"1461","31.321319","10.0.0.2","10.0.0.1","TCP","1514","60410  >  5001 [ACK] Seq=2112633 Ack=1 Win=83 Len=1448 TSval=3797914832 TSecr=73534372"
"1462","31.324976","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2114081 Ack=1 Win=83 Len=2896 TSval=3797914832 TSecr=73534372"
"1463","31.345360","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2112633 Win=82 Len=0 TSval=73534396 TSecr=3797914808"
"1464","31.349457","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2116977 Ack=1 Win=83 Len=2896 TSval=3797914856 TSecr=73534396"
"1465","31.382848","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2116977 Win=82 Len=0 TSval=73534434 TSecr=3797914832"
"1466","31.382873","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2119873 Ack=1 Win=83 Len=2896 TSval=3797914894 TSecr=73534434"
"1467","31.408328","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2119873 Win=82 Len=0 TSval=73534459 TSecr=3797914856"
"1468","31.408354","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2122769 Ack=1 Win=83 Len=2896 TSval=3797914919 TSecr=73534459"
"1469","31.430038","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2122769 Win=82 Len=0 TSval=73534481 TSecr=3797914894"
"1470","31.430057","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2125665 Ack=1 Win=83 Len=2896 TSval=3797914941 TSecr=73534481"
"1471","31.454726","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2125665 Win=82 Len=0 TSval=73534506 TSecr=3797914919"
"1472","31.454749","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2128561 Ack=1 Win=83 Len=2896 TSval=3797914966 TSecr=73534506"
"1473","31.481635","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2128561 Win=82 Len=0 TSval=73534532 TSecr=3797914941"
"1474","31.481656","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2131457 Ack=1 Win=83 Len=2896 TSval=3797914993 TSecr=73534532"
"1475","31.503751","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2131457 Win=82 Len=0 TSval=73534555 TSecr=3797914966"
"1476","31.503791","10.0.0.2","10.0.0.1","TCP","1514","60410  >  5001 [PSH, ACK] Seq=2134353 Ack=1 Win=83 Len=1448 TSval=3797915015 TSecr=73534555"
"1477","31.508163","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2135801 Ack=1 Win=83 Len=2896 TSval=3797915015 TSecr=73534555"
"1478","31.527917","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2134353 Win=82 Len=0 TSval=73534579 TSecr=3797914993"
"1479","31.530576","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2138697 Ack=1 Win=83 Len=2896 TSval=3797915039 TSecr=73534579"
"1480","31.563199","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2138697 Win=82 Len=0 TSval=73534614 TSecr=3797915015"
"1481","31.563214","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2141593 Ack=1 Win=83 Len=2896 TSval=3797915074 TSecr=73534614"
"1482","31.588714","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2141593 Win=82 Len=0 TSval=73534640 TSecr=3797915039"
"1483","31.588728","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2144489 Ack=1 Win=83 Len=2896 TSval=3797915100 TSecr=73534640"
"1484","31.612655","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2144489 Win=82 Len=0 TSval=73534663 TSecr=3797915074"
"1485","31.612671","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2147385 Ack=1 Win=83 Len=2896 TSval=3797915124 TSecr=73534663"
"1486","31.636632","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2147385 Win=82 Len=0 TSval=73534688 TSecr=3797915100"
"1487","31.636645","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2150281 Ack=1 Win=83 Len=2896 TSval=3797915148 TSecr=73534688"
"1488","31.660238","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2150281 Win=82 Len=0 TSval=73534711 TSecr=3797915124"
"1489","31.660255","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2153177 Ack=1 Win=83 Len=2896 TSval=3797915171 TSecr=73534711"
"1490","31.684687","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2153177 Win=82 Len=0 TSval=73534736 TSecr=3797915148"
"1491","31.684706","10.0.0.2","10.0.0.1","TCP","1514","60410  >  5001 [ACK] Seq=2156073 Ack=1 Win=83 Len=1448 TSval=3797915196 TSecr=73534736"
"1492","31.689230","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2157521 Ack=1 Win=83 Len=2896 TSval=3797915196 TSecr=73534736"
"1493","31.709049","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2156073 Win=82 Len=0 TSval=73534760 TSecr=3797915171"
"1494","31.712140","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2160417 Ack=1 Win=83 Len=2896 TSval=3797915220 TSecr=73534760"
"1495","31.745933","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2160417 Win=82 Len=0 TSval=73534797 TSecr=3797915196"
"1496","31.745947","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2163313 Ack=1 Win=83 Len=2896 TSval=3797915257 TSecr=73534797"
"1497","31.769189","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2163313 Win=82 Len=0 TSval=73534820 TSecr=3797915220"
"1498","31.769202","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2166209 Ack=1 Win=83 Len=2896 TSval=3797915280 TSecr=73534820"
"1499","31.793507","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2166209 Win=82 Len=0 TSval=73534844 TSecr=3797915257"
"1500","31.793524","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2169105 Ack=1 Win=83 Len=2896 TSval=3797915304 TSecr=73534844"
"1501","31.817837","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2169105 Win=82 Len=0 TSval=73534869 TSecr=3797915280"
"1502","31.817850","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2172001 Ack=1 Win=83 Len=2896 TSval=3797915329 TSecr=73534869"
"1503","31.842281","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2172001 Win=82 Len=0 TSval=73534893 TSecr=3797915304"
"1504","31.842307","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2174897 Ack=1 Win=83 Len=2896 TSval=3797915353 TSecr=73534893"
"1505","31.866191","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2174897 Win=82 Len=0 TSval=73534917 TSecr=3797915329"
"1506","31.866204","10.0.0.2","10.0.0.1","TCP","1514","60410  >  5001 [PSH, ACK] Seq=2177793 Ack=1 Win=83 Len=1448 TSval=3797915377 TSecr=73534917"
"1507","31.869665","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2179241 Ack=1 Win=83 Len=2896 TSval=3797915377 TSecr=73534917"
"1508","31.892611","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2177793 Win=82 Len=0 TSval=73534944 TSecr=3797915353"
"1509","31.894817","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2182137 Ack=1 Win=83 Len=2896 TSval=3797915404 TSecr=73534944"
"1510","31.927730","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2182137 Win=82 Len=0 TSval=73534979 TSecr=3797915377"
"1511","31.927744","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2185033 Ack=1 Win=83 Len=2896 TSval=3797915439 TSecr=73534979"
"1512","31.951804","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2185033 Win=82 Len=0 TSval=73535003 TSecr=3797915404"
"1513","31.951819","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2187929 Ack=1 Win=83 Len=2896 TSval=3797915463 TSecr=73535003"
"1514","31.977650","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2187929 Win=82 Len=0 TSval=73535029 TSecr=3797915439"
"1515","31.977662","10.0.0.2","10.0.0.1","TCP","2962","60410  >  5001 [PSH, ACK] Seq=2190825 Ack=1 Win=83 Len=2896 TSval=3797915489 TSecr=73535029"
"1516","32.002694","10.0.0.1","10.0.0.2","TCP","66","5001  >  60410 [ACK] Seq=1 Ack=2190825 Win=82 Len=0 TSval=73535054 TSecr=3797915463"
